of,fecha,line,sku,marca,envase,tipo_envase,material_precio,node_marca,node_volumen,node_pack,node_envase,node,h_tot,hl,oee,week,week_start
0000601295-1,2025-06-22,19,ED13P12M,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00441,ESTRELLA DAMM|1/3|P12|KR00441,12.410555555555556,2425.94,0.6581539012489369,2025-06-16/2025-06-22,2025-06-16
0000607886-1,2025-06-22,19,ED1312MZ,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,3.7891666666666666,403.24,0.44540648924535187,2025-06-16/2025-06-22,2025-06-16
0000598437-1,2025-06-23,19,ED13LP12,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00441,ESTRELLA DAMM|1/3|P12|KR00441,19.258055555555554,3010.61,0.5774233361815247,2025-06-23/2025-06-29,2025-06-23
0000603012-1,2025-06-23,19,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,7.951388888888889,1497.05,0.6711047006176264,2025-06-23/2025-06-29,2025-06-23
0000607704-1,2025-06-25,19,EXB13LBN,ESTRELLA DAMM,KR02611,LATA 1/3 SR.,"ESTRELLA DAMM BCN 5,4 1/3 LATA B-24U.USA",ESTRELLA DAMM,1/3,UNI,KR02611,ESTRELLA DAMM|1/3|UNI|KR02611,23.02,3593.39,0.6102844332352529,2025-06-23/2025-06-29,2025-06-23
0000603009-1,2025-06-26,19,5BNNNLB1,SABOR,KR6BNNN1,LATA 1/2 SR.,"BEER SABOR 4,6º 50CL L B6X4 P UK X",SABOR,1/2,UNI,KR6BNNN1,SABOR|1/2|UNI|KR6BNNN1,6.053055555555556,1049.58,0.44563017479300826,2025-06-23/2025-06-29,2025-06-23
0000604764-1,2025-06-26,19,VI12LTW,VICTORIA,KR82805,LATA 1/2 SR.,VICTORIA 1/2 LATA CAJA 24U.,VICTORIA,1/2,UNI,KR82805,VICTORIA|1/2|UNI|KR82805,1.606111111111111,123.07,0.19647180906260808,2025-06-23/2025-06-29,2025-06-23
0000604765-1,2025-06-26,19,VI12LTX,VICTORIA,KR82806,LATA 1/2 SR.,VICTORIA 1/2 LATA CAJA 24U.,VICTORIA,1/2,UNI,KR82806,VICTORIA|1/2|UNI|KR82806,10.274722222222222,1424.04,0.3553488875070967,2025-06-23/2025-06-29,2025-06-23
0000610930-1,2025-06-26,19,LC12LTW,ESTRELLA LEVANTE,KR05503,LATA 1/2 SR.,E. LEVANTE CLÁSICA 1/2 LATA,ESTRELLA LEVANTE,1/2,UNI,KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,2.203611111111111,371.52,0.43224505231312244,2025-06-23/2025-06-29,2025-06-23
0000604725-1,2025-06-27,19,ED12LTW,ESTRELLA DAMM,KR00129,LATA 1/2 SR.,ESTRELLA DAMM 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,13.794722222222223,3090.7,0.5744749400938363,2025-06-23/2025-06-29,2025-06-23
0000607893-1,2025-06-27,19,FD13LP4A,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA CJ-6PACK 2X2 INTL.,FREE DAMM,1/3,PACK,KR00038,FREE DAMM|1/3|PACK|KR00038,4.6177777777777775,499.8,0.3644128970163619,2025-06-23/2025-06-29,2025-06-23
0000610766-1,2025-06-27,19,VO12LT,VOLL DAMM,KR02705,LATA 1/2 SR.,VOLL DAMM 1/2 LATA CAJA 24U LC,VOLL DAMM,1/2,UNI,KR02705,VOLL DAMM|1/2|UNI|KR02705,4.810277777777777,897.39,0.47831610556100945,2025-06-23/2025-06-29,2025-06-23
0000607885-1,2025-06-28,19,DL13LP4A,DAMM LEMON,KR00927,LATA 1/3 SR.,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,DAMM LEMON,1/3,PACK,KR00927,DAMM LEMON|1/3|PACK|KR00927,12.195833333333333,648.09,0.17916200989895764,2025-06-23/2025-06-29,2025-06-23
0000607887-1,2025-06-28,19,EX1224BI,ESTRELLA DAMM,KR02046,LATA 1/2 SR.,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",ESTRELLA DAMM,1/2,UNI,KR02046,ESTRELLA DAMM|1/2|UNI|KR02046,2.9916666666666667,494.27,0.42358402971216347,2025-06-23/2025-06-29,2025-06-23
0000607889-1,2025-06-28,19,EX12LB,ESTRELLA DAMM,KR02045,LATA 1/2 SR.,DAMM EXPORT CORRIENTE 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR02045,ESTRELLA DAMM|1/2|UNI|KR02045,5.622777777777777,1114.09,0.5080031617429107,2025-06-23/2025-06-29,2025-06-23
0000607891-1,2025-06-29,19,EXB12LBI,ESTRELLA DAMM,KR03114,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2 LATA FCB BAND.",ESTRELLA DAMM,1/2,UNI,KR03114,ESTRELLA DAMM|1/2|UNI|KR03114,8.956388888888888,2445.74,0.7001829854542072,2025-06-23/2025-06-29,2025-06-23
0000607892-1,2025-06-29,19,EXB12LIB,ESTRELLA DAMM,KR03111,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2 LATA FCB BAND.",ESTRELLA DAMM,1/2,UNI,KR03111,ESTRELLA DAMM|1/2|UNI|KR03111,1.8658333333333332,371.18,0.5100491290754802,2025-06-23/2025-06-29,2025-06-23
0000605078-1,2025-07-01,19,EX25LBAN,ESTRELLA DAMM,KR06102,LATA 2/5,"ESTRELLA DAMM BCN 4,6 2/5LATA BJ.LCPA10F",ESTRELLA DAMM,2/5,UNI,KR06102,ESTRELLA DAMM|2/5|UNI|KR06102,49.45777777777778,8994.88,0.5612222440324298,2025-06-30/2025-07-06,2025-06-30
0000607237-1,2025-07-01,19,7BNG3LB2,GRANDE,KR6BNG31,LATA 2/5,"BEER GRANDE 4,6º 44CL L B6X4 P UK X",GRANDE,2/5,UNI,KR6BNG31,GRANDE|2/5|UNI|KR6BNG31,3.633611111111111,402.41,0.32268175215962086,2025-06-30/2025-07-06,2025-06-30
0000607238-1,2025-07-01,19,7BNS9LB1,SAN MARCOS,KR6BNS90,LATA 2/5,BEER SAN MARCOS 5º 44CL L B6X4 P UK X,SAN MARCOS,2/5,UNI,KR6BNS90,SAN MARCOS|2/5|UNI|KR6BNS90,5.030555555555556,832.0,0.481888459414688,2025-06-30/2025-07-06,2025-06-30
0000607241-1,2025-07-01,19,EN25LBUK,ESTRELLA NON-ALCOHOLIC,KR04200,LATA 2/5,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",ESTRELLA NON-ALCOHOLIC,2/5,P24,KR04200,ESTRELLA NON-ALCOHOLIC|2/5|P24|KR04200,8.08611111111111,1098.47,0.5342916763273824,2025-06-30/2025-07-06,2025-06-30
0000607243-1,2025-07-02,19,FD13LP12,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA PACK 3X4,FREE DAMM,1/3,PACK,KR00038,FREE DAMM|1/3|PACK|KR00038,7.902777777777778,677.22,0.288506151142355,2025-06-30/2025-07-06,2025-06-30
0000607244-1,2025-07-02,19,FDT1312N,FREE DAMM TOSTADA,KR04806,LATA 1/3 SR.,FREE DAMM TOSTADA 1/3 LATA PACK C. 12U.,FREE DAMM TOSTADA,1/3,PACK,KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,3.573611111111111,294.51,0.27741935483870966,2025-06-30/2025-07-06,2025-06-30
0000607246-1,2025-07-02,19,RL25LBAN,ROSA BLANCA,KR06301,LATA 2/5,"ROSA BLANCA 3,4 2/5LATA BJ.LCPA10F",ROSA BLANCA,2/5,UNI,KR06301,ROSA BLANCA|2/5|UNI|KR06301,3.118611111111111,374.52,0.3498708470651109,2025-06-30/2025-07-06,2025-06-30
0000607247-1,2025-07-02,19,XI1312MM,XIBECA,KR00718,LATA 1/3 SR.,XIBECA 1/3 LATA PACK 12U.,XIBECA,1/3,P12,KR00718,XIBECA|1/3|P12|KR00718,2.1552777777777776,274.88,0.4293079005026421,2025-06-30/2025-07-06,2025-06-30
0000607248-1,2025-07-02,19,XI13L12M,XIBECA,KR00718,LATA 1/3 SR.,XIBECA 1/3 LATA PACK 12U.,XIBECA,1/3,P12,KR00718,XIBECA|1/3|P12|KR00718,2.308611111111111,343.28,0.5005414510889182,2025-06-30/2025-07-06,2025-06-30
0000604520-1,2025-07-03,19,ED13LP12,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,8.873611111111112,805.67,0.499692968989868,2025-06-30/2025-07-06,2025-06-30
0000604521-1,2025-07-03,19,ED13P12M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,10.962777777777777,1607.52,0.49371611006942684,2025-06-30/2025-07-06,2025-06-30
0000612163-1,2025-07-03,19,ED1312MZ,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,3.053888888888889,555.78,0.612697835182827,2025-06-30/2025-07-06,2025-06-30
0000607235-1,2025-07-07,19,3BNZFLB1,LA FRÍA,KR6BNZF1,LATA 1/3 SR.,"BEER LA FRIA 4,5º 33CL L B24SH P X",LA FRÍA,1/3,P24,KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,94.25305555555556,14498.8,0.6262543474542448,2025-07-07/2025-07-13,2025-07-07
PRT9900016014-M,2025-07-07,19,3BNZFLB2,LA FRÍA,KR6BNZF0,LATA 1/3 SR.,"BEER LA FRIA 4,5º 33CL L B24SH P X",LA FRÍA,1/3,P24,KR6BNZF0,LA FRÍA|1/3|P24|KR6BNZF0,0.0038888888888888888,0.0,,2025-07-07/2025-07-13,2025-07-07
0000613798-1,2025-07-08,19,ED13P12M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,14.924444444444445,2815.91,0.6352739726027398,2025-07-07/2025-07-13,2025-07-07
0000613824-1,2025-07-08,19,FD13LP12,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA PACK 3X4,FREE DAMM,1/3,PACK,KR00038,FREE DAMM|1/3|PACK|KR00038,3.5183333333333335,441.58,0.42254855518711515,2025-07-07/2025-07-13,2025-07-07
0000613827-1,2025-07-08,19,XI13L12M,XIBECA,KR00718,LATA 1/3 SR.,XIBECA 1/3 LATA PACK 12U.,XIBECA,1/3,P12,KR00718,XIBECA|1/3|P12|KR00718,2.5033333333333334,412.31,0.5544829116733244,2025-07-07/2025-07-13,2025-07-07
0000618049-1,2025-07-08,19,ED13LP12,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,2.8297222222222222,628.09,0.7473250220869736,2025-07-07/2025-07-13,2025-07-07
PRT9900016039-M,2025-07-08,19,FD13LP4A,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA CJ-6PACK 2X2 INTL.,FREE DAMM,1/3,PACK,KR00038,FREE DAMM|1/3|PACK|KR00038,0.04611111111111111,0.0,,2025-07-07/2025-07-13,2025-07-07
0000613526-1,2025-07-09,19,EN13LB24,ESTRELLA NON-ALCOHOLIC,KR01621,LATA 1/3 SR.,"ESTRELLA NON ALCOHOLIC 1/3 LATA 0,0%",ESTRELLA NON-ALCOHOLIC,1/3,UNI,KR01621,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,4.349444444444444,294.61,0.2280623323540682,2025-07-07/2025-07-13,2025-07-07
0000613592-1,2025-07-09,19,EX13LTIB,ESTRELLA DAMM,KR02337,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BANDEJA24",ESTRELLA DAMM,1/3,P24,KR02337,ESTRELLA DAMM|1/3|P24|KR02337,1.4222222222222223,247.94,0.5869140625,2025-07-07/2025-07-13,2025-07-07
0000613799-1,2025-07-09,19,EX1324BN,ESTRELLA DAMM,KR02337,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BAND.24U.",ESTRELLA DAMM,1/3,UNI,KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,6.883611111111111,1339.46,0.655139017795892,2025-07-07/2025-07-13,2025-07-07
0000613820-1,2025-07-09,19,DL13LP4A,DAMM LEMON,KR00927,LATA 1/3 SR.,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,DAMM LEMON,1/3,PACK,KR00927,DAMM LEMON|1/3|PACK|KR00927,12.105555555555556,942.46,0.26211564938044973,2025-07-07/2025-07-13,2025-07-07
0000613822-1,2025-07-09,19,EX1224LB,ESTRELLA DAMM,KR02042,LATA 1/2 SR.,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",ESTRELLA DAMM,1/2,UNI,KR02042,ESTRELLA DAMM|1/2|UNI|KR02042,6.016388888888889,618.21,0.26344706588485156,2025-07-07/2025-07-13,2025-07-07
0000613529-1,2025-07-10,19,EX12LTBK,ESTRELLA DAMM,KR03112,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2LAT.24U CAN.15M",ESTRELLA DAMM,1/2,UNI,KR03112,ESTRELLA DAMM|1/2|UNI|KR03112,2.0083333333333333,370.47,0.47289073305670815,2025-07-07/2025-07-13,2025-07-07
0000613534-1,2025-07-10,19,EXB12LBI,ESTRELLA DAMM,KR03114,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2 LATA FCB BAND.",ESTRELLA DAMM,1/2,UNI,KR03114,ESTRELLA DAMM|1/2|UNI|KR03114,4.481111111111111,770.86,0.4410488470121498,2025-07-07/2025-07-13,2025-07-07
0000613536-1,2025-07-10,19,KE12LTW,KELER,KR82407,LATA 1/2 SR.,KELER 18 1/2 SR LATA,KELER,1/2,UNI,KR82407,KELER|1/2|UNI|KR82407,2.305277777777778,309.33,0.3440173514881311,2025-07-07/2025-07-13,2025-07-07
0000613801-1,2025-07-10,19,VO12LT,VOLL DAMM,KR02705,LATA 1/2 SR.,VOLL DAMM 1/2 LATA CAJA 24U LC,VOLL DAMM,1/2,UNI,KR02705,VOLL DAMM|1/2|UNI|KR02705,6.531666666666666,1451.18,0.5696606277111509,2025-07-07/2025-07-13,2025-07-07
0000613826-1,2025-07-10,19,XI12LT,XIBECA,KR00203,LATA 1/2 SR.,XIBECA 1/2 LATA LC CAJA 24U.,XIBECA,1/2,UNI,KR00203,XIBECA|1/2|UNI|KR00203,3.2708333333333335,0.0,0.26309978768577497,2025-07-07/2025-07-13,2025-07-07
0000615775-1,2025-07-10,19,EX12LB,ESTRELLA DAMM,KR02045,LATA 1/2 SR.,DAMM EXPORT CORRIENTE 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR02045,ESTRELLA DAMM|1/2|UNI|KR02045,2.955277777777778,619.73,0.5376445154619796,2025-07-07/2025-07-13,2025-07-07
0000620587-1,2025-07-10,19,DL12LT,DAMM LEMON,KR07100,LATA 1/2 SR.,DAMM LEMON 50CL LT LC6 F24,DAMM LEMON,1/2,UNI,KR07100,DAMM LEMON|1/2|UNI|KR07100,2.5525,371.5,0.3731635651322233,2025-07-07/2025-07-13,2025-07-07
0000600766-1,2025-07-12,19,ED12LTW,ESTRELLA DAMM,KR00129,LATA 1/2 SR.,ESTRELLA DAMM 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,36.80444444444444,7308.39,0.5301199138757485,2025-07-07/2025-07-13,2025-07-07
0000613538-1,2025-07-13,19,LC12LTW,ESTRELLA LEVANTE,KR05503,LATA 1/2 SR.,E. LEVANTE CLÁSICA 1/2 LATA,ESTRELLA LEVANTE,1/2,UNI,KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,10.859166666666667,740.42,0.18804688789829951,2025-07-07/2025-07-13,2025-07-07
0000613540-1,2025-07-13,19,VI12LTX,VICTORIA,KR82806,LATA 1/2 SR.,VICTORIA 1/2 LATA CAJA 24U.,VICTORIA,1/2,UNI,KR82806,VICTORIA|1/2|UNI|KR82806,2.855277777777778,647.9,0.5817686545383792,2025-07-07/2025-07-13,2025-07-07
0000613800-1,2025-07-13,19,TU13LP12,TURIA MARZEN,KR00607,LATA 1/3 SR.,TURIA 33CL LATA PACK C. 12U.,TURIA MARZEN,1/3,PACK,KR00607,TURIA MARZEN|1/3|PACK|KR00607,6.1258333333333335,405.05,0.2624011118238187,2025-07-07/2025-07-13,2025-07-07
0000613825-1,2025-07-13,19,KE13PL12,KELER,KR80025,LATA 1/3 SR.,KELER 18 LATA 33CL. PACK 12U.,KELER,1/3,P12,KR80025,KELER|1/3|P12|KR80025,4.351388888888889,353.01,0.41269535018329156,2025-07-07/2025-07-13,2025-07-07
0000619203-1,2025-07-13,19,5BNNNLB1,SABOR,KR6BNNN1,LATA 1/2 SR.,"BEER SABOR 4,6º 50CL L B6X4 P UK X",SABOR,1/2,UNI,KR6BNNN1,SABOR|1/2|UNI|KR6BNNN1,6.809444444444445,902.24,0.3397242392102472,2025-07-07/2025-07-13,2025-07-07
0000613794-1,2025-07-14,19,ED13LP12,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,9.785555555555556,1842.33,0.6338991711138867,2025-07-14/2025-07-20,2025-07-14
0000616590-1,2025-07-14,19,ED13P12M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,11.134722222222223,1587.79,0.48010477734813517,2025-07-14/2025-07-20,2025-07-14
0000618315-1,2025-07-14,19,ED1312MZ,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,2.868888888888889,541.55,0.6355538342370256,2025-07-14/2025-07-20,2025-07-14
0000616598-1,2025-07-15,19,TU13LP12,TURIA MARZEN,KR00607,LATA 1/3 SR.,TURIA 33CL LATA PACK C. 12U.,TURIA MARZEN,1/3,PACK,KR00607,TURIA MARZEN|1/3|PACK|KR00607,6.5938888888888885,1118.79,0.5712781194708906,2025-07-14/2025-07-20,2025-07-14
0000616600-1,2025-07-15,19,VO13PL12,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK 12U.,VOLL DAMM,1/3,P12,KR00528,VOLL DAMM|1/3|P12|KR00528,4.315277777777778,736.31,0.5745091728355326,2025-07-14/2025-07-20,2025-07-14
0000620590-1,2025-07-15,19,EX13L12H,ESTRELLA DAMM,KR02335,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA P12U HIS.",ESTRELLA DAMM,1/3,P12,KR02335,ESTRELLA DAMM|1/3|P12|KR02335,1.9875,264.8,0.4484975541579315,2025-07-14/2025-07-20,2025-07-14
0000620591-1,2025-07-15,19,EX13L12I,ESTRELLA DAMM,KR02340,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA P12U HIS.",ESTRELLA DAMM,1/3,P12,KR02340,ESTRELLA DAMM|1/3|P12|KR02340,3.616111111111111,293.26,0.27300660623751727,2025-07-14/2025-07-20,2025-07-14
PRT9900016063-M,2025-07-15,19,ED13LP12,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,5.451388888888889,1003.42,0.6197197452229299,2025-07-14/2025-07-20,2025-07-14
0000616602-1,2025-07-16,19,XI13L12M,XIBECA,KR00718,LATA 1/3 SR.,XIBECA 1/3 LATA PACK 12U.,XIBECA,1/3,P12,KR00718,XIBECA|1/3|P12|KR00718,3.004166666666667,529.78,0.593712436430883,2025-07-14/2025-07-20,2025-07-14
0000620588-1,2025-07-16,19,ED13LTCW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,4.504166666666666,586.93,0.43872957138452046,2025-07-14/2025-07-20,2025-07-14
0000620592-1,2025-07-16,19,RB13L12N,ROSA BLANCA,KR03503,LATA 1/3 SR.,ROSA BLANCA 1/3 LATA PACK 12U.,ROSA BLANCA,1/3,P12,KR03503,ROSA BLANCA|1/3|P12|KR03503,4.648055555555556,412.48,0.29875097113488314,2025-07-14/2025-07-20,2025-07-14
0000616586-1,2025-07-17,19,7BNS9LB1,SAN MARCOS,KR6BNS90,LATA 2/5,BEER SAN MARCOS 5º 44CL L B6X4 P UK X,SAN MARCOS,2/5,UNI,KR6BNS90,SAN MARCOS|2/5|UNI|KR6BNS90,5.359166666666667,519.65,0.2824858757062147,2025-07-14/2025-07-20,2025-07-14
0000616593-1,2025-07-17,19,EN25LBUK,ESTRELLA NON-ALCOHOLIC,KR04200,LATA 2/5,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",ESTRELLA NON-ALCOHOLIC,2/5,P24,KR04200,ESTRELLA NON-ALCOHOLIC|2/5|P24|KR04200,10.823888888888888,1098.62,0.2957450084689216,2025-07-14/2025-07-20,2025-07-14
PRT9900016066-M,2025-07-17,19,ED13LTCW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,15.259166666666667,2350.44,0.519217801753203,2025-07-14/2025-07-20,2025-07-14
0000620495-1,2025-07-18,19,3BNZFLB2,LA FRÍA,KR6BNZF0,LATA 1/3 SR.,"BEER LA FRIA 4,5º 33CL L B24SH P X",LA FRÍA,1/3,P24,KR6BNZF0,LA FRÍA|1/3|P24|KR6BNZF0,14.305,2641.71,0.6217717192900696,2025-07-14/2025-07-20,2025-07-14
0000620488-1,2025-07-19,19,3BNZFLB1,LA FRÍA,KR6BNZF1,LATA 1/3 SR.,"BEER LA FRIA 4,5º 33CL L B24SH P X",LA FRÍA,1/3,P24,KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,29.345555555555556,5769.99,0.8432888010031832,2025-07-14/2025-07-20,2025-07-14
0000626569-1,2025-07-19,19,EXB13LBN,ESTRELLA DAMM,KR02611,LATA 1/3 SR.,"ESTRELLA DAMM BCN 5,4 1/3 LATA B-24U.USA",ESTRELLA DAMM,1/3,UNI,KR02611,ESTRELLA DAMM|1/3|UNI|KR02611,4.011111111111111,500.71,0.5197396591590306,2025-07-14/2025-07-20,2025-07-14
0000620496-1,2025-07-20,19,ED13LP12,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,4.8825,944.44,0.6512487910337373,2025-07-14/2025-07-20,2025-07-14
0000620499-1,2025-07-20,19,ED13P12M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,6.391666666666667,1253.7,0.6604085180356367,2025-07-14/2025-07-20,2025-07-14
0000626561-1,2025-07-20,19,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,5.2975,387.34,0.3122505985634477,2025-07-14/2025-07-20,2025-07-14
0000618327-1,2025-07-21,19,SK13LN,SKOL,KR80116,LATA 1/3 SR.,SKOL 1/3 LATA,SKOL,1/3,UNI,KR80116,SKOL|1/3|UNI|KR80116,15.13888888888889,2736.39,0.6483316718465959,2025-07-21/2025-07-27,2025-07-21
0000623089-1,2025-07-21,19,FD13LP12,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA PACK 3X4,FREE DAMM,1/3,PACK,KR00038,FREE DAMM|1/3|PACK|KR00038,4.668888888888889,677.42,0.4885173726796764,2025-07-21/2025-07-27,2025-07-21
0000623092-1,2025-07-21,19,KE13PL12,KELER,KR80025,LATA 1/3 SR.,KELER 18 LATA 33CL. PACK 12U.,KELER,1/3,P12,KR80025,KELER|1/3|P12|KR80025,2.457777777777778,353.09,0.4836121157323689,2025-07-21/2025-07-27,2025-07-21
0000623096-1,2025-07-21,19,VO13P12M,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK 12U.,VOLL DAMM,1/3,P12,KR00528,VOLL DAMM|1/3|P12|KR00528,2.8047222222222223,628.41,0.7543824898484699,2025-07-21/2025-07-27,2025-07-21
0000623097-1,2025-07-21,19,VO13PL12,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK 12U.,VOLL DAMM,1/3,P12,KR00528,VOLL DAMM|1/3|P12|KR00528,5.493611111111111,782.39,0.5378594521014124,2025-07-21/2025-07-27,2025-07-21
0000623078-1,2025-07-22,19,ED1312MZ,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,2.656111111111111,395.12,0.5008366450533361,2025-07-21/2025-07-27,2025-07-21
0000623079-1,2025-07-22,19,ED13LP12,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,3.993888888888889,787.68,0.6640005564056196,2025-07-21/2025-07-27,2025-07-21
0000623081-1,2025-07-22,19,ED13P12M,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,9.43388888888889,2026.41,0.7232200694894294,2025-07-21/2025-07-27,2025-07-21
0000623093-1,2025-07-23,19,LC12LTW,ESTRELLA LEVANTE,KR05503,LATA 1/2 SR.,E. LEVANTE CLÁSICA 1/2 LATA,ESTRELLA LEVANTE,1/2,UNI,KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,0.1,0.0,,2025-07-21/2025-07-27,2025-07-21
0000623094-1,2025-07-23,19,VI12LTW,VICTORIA,KR82805,LATA 1/2 SR.,VICTORIA 1/2 LATA CAJA 24U.,VICTORIA,1/2,UNI,KR82805,VICTORIA|1/2|UNI|KR82805,3.6994444444444445,780.9,0.5412224057666316,2025-07-21/2025-07-27,2025-07-21
